,开仓时间,开仓价格,平仓时间,平仓价格,盈利,净值,参考时间,参考价格
33,2020-06-15 08:00:00,0.00027,2020-06-16 08:00:00,0.00027,-0.2,0.9368555735066189,2020-05-23 08:00:00,0.00028
34,2020-06-22 08:00:00,0.00027,2020-06-23 08:00:00,0.00027,-0.2,0.9348555735066189,2020-05-30 08:00:00,0.00028
35,2020-07-06 08:00:00,0.00027,2020-07-08 08:00:00,0.00028,3.5037037037036933,0.9698926105436558,2020-06-14 04:30:00,0.00028
36,2020-07-09 08:00:00,0.00028,2020-07-17 08:00:00,0.00027,-3.771428571428562,0.9321783248293702,2020-06-23 04:30:00,0.00027
37,2020-07-18 08:00:00,0.00027,2020-07-19 08:00:00,0.00027,-0.2,0.9301783248293702,2020-06-25 04:30:00,0.00027
38,2020-07-20 08:00:00,0.00028,2020-07-28 08:00:00,0.00026000000000000003,-7.342857142857124,0.8567497534007991,2020-07-04 08:00:00,0.00027
39,2020-07-29 08:00:00,0.00027,2020-07-30 08:00:00,0.00027,-0.2,0.8547497534007991,2020-07-06 08:00:00,0.00027
40,2020-08-02 08:00:00,0.00028,2020-08-03 08:00:00,0.00027,-3.771428571428562,0.8170354676865135,2020-07-10 08:00:00,0.00029
41,2020-08-11 08:00:00,0.00027,2020-08-12 08:00:00,0.00026000000000000003,-3.9037037037036937,0.7779984306494765,2020-07-19 08:00:00,0.00027
42,2020-08-15 08:00:00,0.00028,2020-08-26 08:00:00,0.00028,-0.2,0.7759984306494765,2020-08-02 08:00:00,0.00028
43,2020-08-27 08:00:00,0.00027,2020-08-28 08:00:00,0.00026000000000000003,-3.9037037037036937,0.7369613936124395,2020-08-04 08:00:00,0.00027
44,2020-08-29 08:00:00,0.00027,2020-09-04 08:00:00,0.00026000000000000003,-3.9037037037036937,0.6979243565754025,2020-08-11 08:00:00,0.00027
45,2020-09-05 08:00:00,0.00029,2020-09-08 08:00:00,0.00028,-3.648275862068975,0.6614415979547128,2020-08-15 08:00:00,0.00028
46,2020-11-24 08:00:00,0.00018,2020-11-26 08:00:00,0.00018,-0.2,0.6594415979547128,2020-11-02 08:00:00,0.00018
47,2020-11-28 08:00:00,0.00016999999999999999,2020-11-29 08:00:00,0.00016999999999999999,-0.2,0.6574415979547128,2020-11-05 08:00:00,0.00016999999999999999
48,2020-11-30 08:00:00,0.00016999999999999999,2020-12-02 08:00:00,0.00016,-6.082352941176455,0.5966180685429483,2020-11-08 07:00:00,0.00016999999999999999
49,2020-12-03 08:00:00,0.00016,2020-12-04 08:00:00,0.00016,-0.2,0.5946180685429483,2020-11-10 07:00:00,0.00016
50,2020-12-06 08:00:00,0.00016,2020-12-07 08:00:00,0.00015,-6.450000000000016,0.5301180685429481,2020-11-13 07:00:00,0.00015
51,2020-12-11 08:00:00,0.00015,2020-12-12 08:00:00,0.00015,-0.2,0.5281180685429481,2020-11-18 07:00:00,0.00015
52,2020-12-13 08:00:00,0.00015,2020-12-14 08:00:00,0.00015,-0.2,0.5261180685429481,2020-11-20 07:00:00,0.00015
53,2020-12-15 08:00:00,0.00015,2020-12-16 08:00:00,0.00015,-0.2,0.5241180685429481,2020-11-22 07:00:00,0.00016999999999999999
54,2021-01-27 08:00:00,8e-05,2021-01-28 08:00:00,8e-05,-0.2,0.5221180685429481,2021-01-04 08:00:00,8e-05
55,2021-01-31 08:00:00,9e-05,2021-02-03 08:00:00,8e-05,-11.31111111111111,0.40900695743183696,2021-01-10 08:00:00,9e-05
56,2021-02-04 08:00:00,8e-05,2021-02-05 08:00:00,8e-05,-0.2,0.40700695743183696,2021-01-12 08:00:00,8e-05
57,2021-02-06 08:00:00,9e-05,2021-02-24 08:00:00,8e-05,-11.31111111111111,0.29389584632072585,2021-01-31 06:41:00,8e-05
58,2021-02-27 08:00:00,8e-05,2021-02-28 08:00:00,8e-05,-0.2,0.29189584632072585,2021-02-04 06:41:00,8e-05
59,2021-03-01 08:00:00,8e-05,2021-03-02 08:00:00,7e-05,-12.700000000000015,0.1648958463207257,2021-02-06 06:41:00,9e-05
60,2021-03-03 08:00:00,8e-05,2021-03-04 08:00:00,8e-05,-0.2,0.1628958463207257,2021-02-08 06:41:00,9e-05
61,2021-03-05 08:00:00,8e-05,2021-03-06 08:00:00,8e-05,-0.2,0.1608958463207257,2021-02-10 06:41:00,9e-05
62,2021-03-23 08:00:00,8e-05,2021-03-24 08:00:00,8e-05,-0.2,0.1588958463207257,2021-02-28 06:30:00,8e-05
63,2021-03-26 08:00:00,7e-05,2021-03-27 08:00:00,8e-05,14.085714285714307,0.29975298917786874,2021-03-03 06:30:00,8e-05
64,2021-04-01 08:00:00,8e-05,2021-04-29 08:00:00,0.00011,37.29999999999999,0.6727529891778686,2021-04-05 00:46:00,0.00011
65,2021-04-30 08:00:00,0.00011,2021-05-01 08:00:00,0.00011,-0.2,0.6707529891778686,2021-04-07 00:46:00,0.00011
66,2021-05-02 08:00:00,0.00011,2021-05-31 08:00:00,0.00016999999999999999,54.34545454545452,1.214207534632414,2021-05-07 08:00:00,0.0002
67,2021-06-01 08:00:00,0.00018,2021-06-02 08:00:00,0.00016999999999999999,-5.75555555555557,1.1566519790768581,2021-05-09 08:00:00,0.00018
